county,education_level,manufacturing_share,population,urban_share,median_age,experience,log_wage_male,log_wage_female,gender_gap,median_wage,education_manufacturing,education_urban
County_000,0.3496714153011233,0.036770340635966854,26341.30925899475,0.43686933949919643,32.46737045629165,20.872627811473674,3.280090615640482,3.1320109863299628,0.13763755711881706,26.578180989651177,0.012857537051282935,0.15276072024435094
County_001,0.2861735698828815,0.11634837417877127,29155.30786466023,0.47358308051134723,38.00349558778587,27.424718469659766,3.232696367662393,3.0011803844347367,0.20666998457245306,25.34791219977812,0.033295829588808244,0.13552696078606433
County_002,0.36476885381006924,0.12258283867785844,37855.27524660717,0.6358166115237126,38.79127990476684,26.954978243805733,3.307412347973066,3.0995082397432085,0.18771507558325326,27.314353902056286,0.04471440156130704,0.2319260966189067
County_003,0.4523029856408025,0.08581781846227048,37305.68571367915,0.5019030577582426,34.612168936331464,21.375321166078624,3.2137561919740807,3.107496955935451,0.1008084849873374,24.87233625225377,0.03881565551166532,0.22701225152630128
County_004,0.2765846625276664,0.13709714306671927,11060.829983994132,0.7016617502696598,38.74643281736239,28.32107821691973,3.263189685170571,3.0738335166564235,0.1725082722967734,26.13275962103545,0.03791896704861575,0.1940688784069056
County_005,0.2765863043050819,0.18232406854516306,13781.5701202871,0.585084810842511,34.0872814738276,23.66190060494629,3.4082065611613754,3.2288618020273976,0.16418230606516693,30.211014038712428,0.050428340304773084,0.16182644553596803
County_006,0.45792128155073913,0.3008948720968424,28495.960905648797,0.11838558165974232,41.37140234373388,28.044661838922053,3.212101765734901,3.082618923586068,0.12145033768872279,24.8312208271256,0.1377861654426318,0.05421127727075888
County_007,0.37674347291529087,0.16396622502654712,28478.166229850794,0.5564771112158046,37.425779902584885,25.397884335940233,3.090587821248538,2.9841876258352134,0.10093522552818109,21.99000036683428,0.061773205057311445,0.20964911947731077
County_008,0.2530525614065048,0.17060403125782111,28496.137853255,0.6859186131076725,38.77518311797759,28.726342135473516,3.2511294431301914,3.0600874552361383,0.17390209868817239,25.81948509525017,0.04317178709606704,0.1735734619632939
County_009,0.35425600435859644,0.14404432673870662,151201.05879679538,0.6877918909197814,50.84963419845167,39.181538128714124,3.417949626186761,3.101228497335456,0.2714661061165337,30.50680050652159,0.051028567640978344,0.24365440710748537
County_010,0.25365823071875376,-0.0035016972239233276,29303.0022418065,0.6847805481337312,32.464477726999895,22.405946035499834,3.287955196199842,3.089020699755899,0.18039642147642848,26.788031346051138,-0.000888234322333163,0.17370022227022067
County_011,0.2534270246429743,0.14787888996406265,38862.413170518346,0.6467663237115081,44.94291134520144,34.88807895091385,3.233531054417555,3.153531806818744,0.07688295905926643,25.369078598789844,0.03747650709109819,0.16390806505748226
County_012,0.3241962271566034,0.1548184167952821,35489.809635914586,0.36271500623702013,24.703243214753137,13.516103580247481,3.0734933813855614,2.9496480510728014,0.1164835164665801,21.617288355618125,0.05019154661938898,0.1175908365551258
County_013,0.10867197553422019,0.3470593689988229,30506.517419491694,0.4875430615926483,27.608116725405285,19.86936511685776,2.909128267115942,2.857854504694501,0.04998144445098364,18.340803314867596,0.037715627256761974,0.05298226766127508
County_014,0.1275082167486967,0.1346111228175102,18814.166037065825,0.3904354900625388,31.796799611562147,23.756668143583,3.304812587145443,3.1091327279855854,0.17772456350581903,27.243435340342668,0.01716402422500052,0.04978373309327781
County_015,0.24377124707590273,0.174123787386689,32192.365599770277,0.674064577452769,32.11235817362532,22.212018220410872,3.0619424632247734,2.8425096036387214,0.1970259321054583,21.36902541973231,0.04244637279683251,0.16431756265535294
County_016,0.1987168879665576,0.14722305842358052,14966.765561772432,0.554282819490992,39.01850899069425,29.839038783229327,3.267633932976481,3.151509328691885,0.1096357268181032,26.249158541881755,0.029255708006852614,0.11014535694257913
County_017,0.33142473325952737,0.05650575699043743,19566.822799152444,0.7233095774137626,39.44921132084234,28.146415588689898,3.423746921108694,3.2847701390268,0.12975176642409095,30.684171064134134,0.0187274054381834,0.2397226837584177
County_018,0.20919759244787886,0.24142582516120165,17280.22781631124,0.40576184888425065,36.725893658138176,27.378732178972115,3.2413391934356652,3.126575540121691,0.10842315976131164,25.567939246715028,0.05050570137846592,0.08488440189378528
County_019,0.1587696298664708,0.21015464261494193,22946.87566667983,0.5396682090640951,37.25061016618769,28.710296088324156,3.342578607337442,3.2570685111341358,0.08195612575022945,28.29198665081051,0.033366174822694786,0.08568292180380756
County_020,0.4465648768921554,0.21328255576344374,70075.55410650207,0.41484741454284957,40.6388238046583,27.493785774383817,3.31821691929546,3.201698123529574,0.10998663166344222,27.61107386637028,0.09524449825774653,0.18525628460435659
County_021,0.27742236995134645,0.07724900361642088,8659.111548176008,0.8796031530051215,42.16611938810371,31.727361468882165,3.4891128913805276,3.361570224000162,0.11974414317850769,32.75687590625282,0.021430601659647615,0.2440215913233576
County_022,0.3067528204687924,0.2622235448748879,31043.045821855714,0.8856111130092305,31.367304919451204,20.459259791950526,3.275957349115579,3.1817949978837494,0.08986501129106408,26.46855300079479,0.08043781198369682,0.27166370675408785
County_023,0.15752518137865432,0.03785191497661752,9834.403363877178,0.12486827529617972,36.19054514383498,27.67014224177651,3.1961313320219316,3.0718868515013718,0.11683610188262482,24.43780533078567,0.0059626297722210776,0.01966989771447045
County_024,0.2455617275474817,0.19694856750402162,17396.66964386173,0.28264178401236933,37.652050885434946,27.723063244675238,3.296451978436456,3.2041078972217787,0.08820863471594798,27.01661314461951,0.048363030474289366,0.06940600475917962
County_025,0.3110922589709866,0.3252364500647983,37967.1009211206,0.24039951481547503,40.42657998280227,29.449103839266485,3.075564151119201,3.00229199218519,0.07065213472029362,21.662099162486882,0.10117854195036258,0.07478642811947528
County_026,0.1849006422577697,0.07075709398954493,22745.895932814874,0.08224546022030065,34.136664288632645,25.17825401250833,3.193232610812101,3.123194747427946,0.06764148301109042,24.36706951738321,0.013083032122960232,0.015207238417519439
County_027,0.3375698018345672,0.10469618163177824,12850.36649637529,0.7658312655792822,37.55389412203166,26.15277729267858,3.3686251594891132,3.189883815370416,0.16367780892334174,29.038576190129636,0.035342269286275235,0.2585215085603141
County_028,0.23993613100811947,0.1579721092070113,15403.470888391514,0.7289723509470698,38.149918172635786,28.310940076505872,3.3055654082110357,3.190592001882112,0.10861015107992879,27.26395249426984,0.03790321669032242,0.17490680549813298
County_029,0.2708306250206723,0.10972194767070406,30939.80663613251,0.695917767286531,34.477649482702354,24.1443594823716,3.288277142235745,3.125316556072537,0.1503753252770619,26.79665703498132,0.029716063666142278,0.18847584387720195
County_030,0.23982933877706028,0.025946925514709375,15287.896014761232,0.6003124764680128,34.35842425026057,24.521154829827605,3.23290364814836,3.0390238045603266,0.17624312200691378,25.35316687191382,0.006222833989490384,0.14397254429094306
County_031,0.4852278184508938,0.15548503798448218,24544.16176080863,0.5879785392179561,38.49372888818667,24.730083792972373,3.3628408450696625,3.1842077764450747,0.16358725082234532,28.87109279045011,0.07544566578296465,0.28530354388067214
County_032,0.2986502775262066,0.0650157029019116,22534.120810231005,0.8684385622274671,37.34827427006396,26.569869829644652,3.299506962277218,3.1747833028949612,0.1172591939775266,27.099274661718454,0.019416957715217294,0.25935941762369286
County_033,0.19422890710441,0.1878873944508145,15901.994589117421,0.4612774920762419,40.50238759710316,31.394725083432597,3.2405181864505566,3.12633497549285,0.10790550057824563,25.5469564047072,0.03649316328287689,0.0895934231578316
County_034,0.3822544912103189,0.07644606126129572,64342.267630532835,0.23297375373255402,32.73370639677502,20.617634537409916,3.239402218212025,3.10942233597587,0.12188690358523141,25.518462714752022,0.029221850252469463,0.08905526369839557
County_035,0.17791563500289775,0.2739947524014032,30241.169731996793,0.6590331100261343,36.246592360606066,27.3999422005597,3.1054408908115003,2.9679963709731165,0.12841729579491298,22.319057073537973,0.048747950360957394,0.11725229425823426
County_036,0.3208863595004755,0.08733973661310103,8001.855303174893,0.5456265623939547,36.85391974223204,25.71973799022443,3.310906010494628,3.163392994524849,0.1371487925969543,27.409947925981445,0.02802613012150838,0.17508412125335518
County_037,0.10403298761202243,0.12423507870354594,24178.69511837164,0.1680251170769777,42.069319540618025,34.404791738825665,3.18037646981028,3.081606952722197,0.09404850970020928,24.055808133093347,0.012924546403744627,0.01748015492337784
County_038,0.16718139511015692,0.21508137738957359,15821.210692297946,0.36745914023635096,33.29793112716049,24.62302880539798,3.3166712115185395,3.1103660683728287,0.18641522141696248,27.568428182139595,0.03595760473420307,0.06143233171069195
County_039,0.31968612358691234,0.051530854685283574,33732.48731972523,0.6026905822805648,39.17326002577543,28.058282048384832,3.2781327380353087,3.128124205953528,0.13929936717445807,26.526195071943725,0.016473699179458786,0.19267181597161281
County_040,0.37384665799954103,0.16819679476833035,14820.099767591357,0.9043183987127565,39.263777537689435,27.28223100969678,3.319327861594183,3.1831684153173647,0.1272965279246795,27.641765221247184,0.062879809610375,0.33807641112626047
County_041,0.317136828118997,0.2545714203425942,20798.409143244782,0.41552841395226053,46.231986213399864,35.15779696349591,3.3455430781172746,3.2523226970430366,0.08900728738057875,28.375981857695386,0.08073397277719825,0.1317793631941375
County_042,0.28843517176117595,0.02140134123510179,28353.15639067604,0.31325535682236666,32.9645531784687,22.349590430289883,3.001383142555438,2.7802421526465833,0.19839634570353648,20.113337305568873,0.006172899535066122,0.09035386265016779
County_043,0.2698896304410711,0.16477070868258434,33957.92703143711,0.7508246581381912,34.71383340941253,24.39559932235539,3.1769123501026644,3.112748315637972,0.06214885299834374,23.97262010389146,0.04446990567385607,0.20263978951095998
County_044,0.15214780096325725,0.17079062353987387,12086.589322296071,0.35363331884989285,33.313221588883394,24.878856773471277,3.303407135944133,3.1781247635002807,0.11775225504319967,27.2051729156994,0.025985417796735327,0.05380453181034959
County_045,0.2280155791605291,0.2125458297421848,18634.116166006723,0.10303112421893601,29.651104139658,20.002854873089532,3.172868788610028,3.052892087335783,0.11305889892609541,23.875881057313613,0.04846376046681948,0.023492701460341114
County_046,0.25393612290402123,0.05104394312975344,17370.477424213557,0.6513526894251842,46.82343467131359,36.760456704849254,3.398297270307833,3.2282539542961164,0.15637172680723385,29.913122697187664,0.01296190101610294,0.16540197659573835
County_047,0.40571222262189155,0.044363470953257884,15888.254169172116,0.5620846841796776,31.792493845254388,19.30109828330412,3.0306241287557976,2.903847349138528,0.11906970775142166,20.710154359418638,0.017998802403667982,0.22804462652026097
County_048,0.33436182895684613,0.1917553252493518,53248.61746524048,0.566035746731617,33.91847295472577,22.568683691416233,3.251626407900748,3.1165124063607017,0.12638368759411742,25.8323196586352,0.06411566126258816,0.18926074753213762
County_049,0.12369598446372658,0.17375877385865487,26970.281550650176,0.7322389655382122,44.5788325414108,36.59969678999117,3.413926748599734,3.3392778035016484,0.07193076759882014,30.384321905898787,0.021493262591656355,0.09057501970494992
County_050,0.3324083969394795,0.17003942802767014,11725.931348086287,0.6202196443754264,29.234464765308925,17.915930414277252,3.1154554071660194,2.903736469626816,0.19080790086937993,22.543694576175508,0.05652253368718383,0.20616621773720956
County_051,0.2614917719583683,0.17771585675975807,34854.271384993735,0.582404770536907,41.7817578464369,31.59788949510301,3.430636012049304,3.3019550537806377,0.12074556033955744,30.896286912807927,0.046471234289208706,0.1522940554447027
County_052,0.23230779996940412,0.09559802227372073,63645.13061251639,0.4506272115503183,30.934878273291112,21.217953473780646,3.0998019258282934,2.9751411894751487,0.11720364750453291,22.19355487604953,0.022208166235834156,0.1046842161216017
County_053,0.36116762888408677,0.16858029577288028,36909.80933271638,0.3047132355190204,44.23347368264793,32.45479162050255,3.2461978322130363,3.096513889494488,0.1390199475582511,25.69246690026939,0.06088574570086921,0.11005255676200289
County_054,0.4030999522495951,0.1734457978638945,10304.28407158268,0.11232651954507482,27.150611564795707,14.701012328802186,2.7403109420594056,2.579360231635451,0.14866596803346513,15.49180140013668,0.0699159928368288,0.04527881466498287
County_055,0.39312801191161983,0.09285188655789056,17289.989364743393,0.635512264275899,29.232652918746687,16.94260472816077,3.202592102722791,3.035866867191912,0.1535678511307692,24.596203523680074,0.036502677564746774,0.24983767300023613
